location,date,population,new_cases,new_cases_per_million,new_deaths,new_deaths_per_million,new_tests,people_fully_vaccinated_per_hundred
Paraguay,2021-09-09,7219641,71,9.834,8,1.108,2288,0
Paraguay,2021-09-10,7219641,0,0,0,0,2259,25.38
Paraguay,2021-09-11,7219641,74,10.25,65,9.003,2234,0
Paraguay,2021-09-12,7219641,50,6.926,4,0.554,2166,0
Paraguay,2021-09-13,7219641,83,11.496,12,1.662,2167,0
Paraguay,2021-09-14,7219641,51,7.064,5,0.693,2262,0
Paraguay,2021-09-15,7219641,0,0,0,0,2217,0
Paraguay,2021-09-16,7219641,133,18.422,6,0.831,2232,0
Paraguay,2021-09-17,7219641,0,0,0,0,2175,25.63
Paraguay,2021-09-18,7219641,56,7.757,3,0.416,2240,0
Paraguay,2021-09-19,7219641,42,5.817,3,0.416,2124,0
Paraguay,2021-09-20,7219641,43,5.956,6,0.831,2077,0
Paraguay,2021-09-21,7219641,0,0,0,0,2053,0
Paraguay,2021-09-22,7219641,55,7.618,6,0.831,2129,0
Paraguay,2021-09-23,7219641,31,4.294,1,0.139,2164,0
Paraguay,2021-09-24,7219641,28,3.878,3,0.416,2096,25.79
Paraguay,2021-09-25,7219641,0,0,0,0,2051,25.85
Paraguay,2021-09-26,7219641,25,3.463,46,6.372,2010,0
Paraguay,2021-09-27,7219641,24,3.324,1,0.139,1948,0
Paraguay,2021-09-28,7219641,71,9.834,4,0.554,1913,0
Paraguay,2021-09-29,7219641,49,6.787,2,0.277,1729,0
Paraguay,2021-09-30,7219641,19,2.632,3,0.416,1680,0
Paraguay,2021-10-01,7219641,0,0,0,0,1783,25.95
Paraguay,2021-10-02,7219641,30,4.155,2,0.277,1796,0
Paraguay,2021-10-03,7219641,25,3.463,0,0,1823,0
Paraguay,2021-10-04,7219641,39,5.402,3,0.416,1806,0
Paraguay,2021-10-05,7219641,0,0,0,0,1870,0
Paraguay,2021-10-06,7219641,52,7.203,2,0.277,1928,0
Paraguay,2021-10-07,7219641,0,0,0,0,1887,0
Paraguay,2021-10-08,7219641,58,8.034,1,0.139,1999,27.68
Paraguay,2021-10-09,7219641,0,0,0,0,1829,0
Paraguay,2021-10-10,7219641,19,2.632,0,0,1793,0
Paraguay,2021-10-11,7219641,28,3.878,1,0.139,1699,0
Paraguay,2021-10-12,7219641,26,3.601,0,0,1764,0
Paraguay,2021-10-13,7219641,33,4.571,0,0,1871,0
Paraguay,2021-10-14,7219641,24,3.324,1,0.139,1861,0
Paraguay,2021-10-15,7219641,21,2.909,1,0.139,1760,28.51
Paraguay,2021-10-16,7219641,0,0,0,0,1871,0
Paraguay,2021-10-17,7219641,0,0,0,0,1781,0
Paraguay,2021-10-18,7219641,231,31.996,19,2.632,1710,0
Paraguay,2021-10-19,7219641,29,4.017,0,0,1758,0
Paraguay,2021-10-20,7219641,33,4.571,0,0,1912,0
Paraguay,2021-10-21,7219641,31,4.294,1,0.139,1754,0
Paraguay,2021-10-22,7219641,33,4.571,0,0,1884,0
Paraguay,2021-10-23,7219641,0,0,0,0,1789,0
Paraguay,2021-10-24,7219641,22,3.047,1,0.139,1813,0
Paraguay,2021-10-25,7219641,53,7.341,2,0.277,1783,0
Paraguay,2021-10-26,7219641,61,8.449,1,0.139,1789,0
Paraguay,2021-10-27,7219641,79,10.942,5,0.693,1908,0
Paraguay,2021-10-28,7219641,50,6.926,5,0.693,1813,0
Paraguay,2021-10-29,7219641,0,0,0,0,1922,32.71
Paraguay,2021-10-30,7219641,30,4.155,2,0.277,1837,0
Paraguay,2021-10-31,7219641,32,4.432,1,0.139,1821,0
Paraguay,2021-11-01,7219641,80,11.081,3,0.416,1825,0
Paraguay,2021-11-02,7219641,46,6.372,1,0.139,1715,0
Paraguay,2021-11-03,7219641,52,7.203,6,0.831,1871,0
Paraguay,2021-11-04,7219641,41,5.679,0,0,1921,0
Paraguay,2021-11-05,7219641,50,6.926,2,0.277,1889,32.97
Paraguay,2021-11-06,7219641,0,0,0,0,1923,0
Paraguay,2021-11-07,7219641,38,5.263,1,0.139,1845,0
Paraguay,2021-11-08,7219641,100,13.851,7,0.97,1791,0
Paraguay,2021-11-09,7219641,0,0,0,0,1848,0
Paraguay,2021-11-10,7219641,53,7.341,6,0.831,1879,0
Paraguay,2021-11-11,7219641,108,14.959,1,0.139,1894,0
Paraguay,2021-11-12,7219641,50,6.926,5,0.693,1899,34.74
Paraguay,2021-11-13,7219641,0,0,0,0,1925,0
Paraguay,2021-11-14,7219641,0,0,0,0,1934,0
Paraguay,2021-11-15,7219641,379,52.496,62,8.588,1844,0
Paraguay,2021-11-16,7219641,56,7.757,2,0.277,1832,0
Paraguay,2021-11-17,7219641,50,6.926,1,0.139,1858,0
Paraguay,2021-11-18,7219641,37,5.125,6,0.831,1847,0
Paraguay,2021-11-19,7219641,52,7.203,5,0.693,1871,35.43
Paraguay,2021-11-20,7219641,0,0,0,0,1888,0
Paraguay,2021-11-21,7219641,0,0,0,0,1861,0
Paraguay,2021-11-22,7219641,133,18.422,9,1.247,1834,0
Paraguay,2021-11-23,7219641,58,8.034,1,0.139,1929,0
Paraguay,2021-11-24,7219641,64,8.865,1,0.139,2197,0
Paraguay,2021-11-25,7219641,80,11.081,1,0.139,2242,0
Paraguay,2021-11-26,7219641,72,9.973,1,0.139,2399,0
Paraguay,2021-11-27,7219641,0,0,0,0,2479,0
Paraguay,2021-11-28,7219641,0,0,0,0,2330,0
Paraguay,2021-11-29,7219641,396,54.85,102,14.128,2307,36.18
Paraguay,2021-11-30,7219641,57,7.895,3,0.416,2466,0
Paraguay,2021-12-01,7219641,63,8.726,2,0.277,2588,0
Paraguay,2021-12-02,7219641,78,10.804,1,0.139,2522,0
Paraguay,2021-12-03,7219641,0,0,0,0,2631,37.45
Paraguay,2021-12-04,7219641,61,8.449,1,0.139,2617,0
Paraguay,2021-12-05,7219641,0,0,0,0,2689,0
Paraguay,2021-12-06,7219641,167,23.131,3,0.416,2605,0
Paraguay,2021-12-07,7219641,52,7.203,5,0.693,2885,0
Paraguay,2021-12-08,7219641,0,0,0,0,2794,0
Paraguay,2021-12-09,7219641,101,13.99,8,1.108,2801,0
Paraguay,2021-12-10,7219641,70,9.696,8,1.108,2878,38.35
Paraguay,2021-12-11,7219641,0,0,0,0,2812,0
Paraguay,2021-12-12,7219641,0,0,0,0,2865,0
Paraguay,2021-12-13,7219641,178,24.655,13,1.801,2679,0
Paraguay,2021-12-14,7219641,98,13.574,3,0.416,2873,0
Paraguay,2021-12-15,7219641,78,10.804,1,0.139,2563,0
Paraguay,2021-12-16,7219641,0,0,0,0,2542,0
Paraguay,2021-12-17,7219641,92,12.743,6,0.831,2586,39.77
Paraguay,2021-12-18,7219641,0,0,0,0,2713,0
Paraguay,2021-12-19,7219641,0,0,0,0,2538,0
Paraguay,2021-12-20,7219641,607,84.076,60,8.311,2503,0
Paraguay,2021-12-21,7219641,90,12.466,5,0.693,2559,0
Paraguay,2021-12-22,7219641,0,0,0,0,2719,0
Paraguay,2021-12-23,7219641,235,32.55,8,1.108,2795,40.3
Paraguay,2021-12-24,7219641,0,0,0,0,2801,0
Paraguay,2021-12-25,7219641,0,0,0,0,2812,0
Paraguay,2021-12-26,7219641,0,0,0,0,2774,0
Paraguay,2021-12-27,7219641,536,74.242,11,1.524,2709,0
Paraguay,2021-12-28,7219641,0,0,0,0,2738.4285714285716,0
Paraguay,2021-12-29,7219641,260,36.013,9,1.247,2764.061224489796,40.83
Paraguay,2021-12-30,7219641,277,38.368,8,1.108,2770.4985422740524,0
Peru,2021-01-01,33359415,0,0,161,4.826,3617,0
Peru,2021-01-02,33359415,0,0,146,4.377,11266,0
Peru,2021-01-03,33359415,2962,88.791,198,5.935,3175,0
Peru,2021-01-04,33359415,1376,41.248,173,5.186,19451,0
Peru,2021-01-05,33359415,0,0,210,6.295,18498,0
Peru,2021-01-06,33359415,2543,76.23,182,5.456,20758,0
Peru,2021-01-07,33359415,0,0,177,5.306,20072,0
Peru,2021-01-08,33359415,4162,124.762,210,6.295,19720,0
Peru,2021-01-09,33359415,0,0,229,6.865,16929,0
Peru,2021-01-10,33359415,0,0,220,6.595,4797,0
Peru,2021-01-11,33359415,9004,269.909,257,7.704,21728,0
Peru,2021-01-12,33359415,2166,64.929,250,7.494,21246,0
Peru,2021-01-13,33359415,2881,86.362,245,7.344,21631,0
Peru,2021-01-14,33359415,0,0,316,9.473,22230,0
Peru,2021-01-15,33359415,15792,473.39,276,8.274,22604,0
Peru,2021-01-16,33359415,0,0,332,9.952,15420,0
Peru,2021-01-17,33359415,4544,136.213,351,10.522,4153,0
Peru,2021-01-18,33359415,0,0,322,9.652,23954,0
Peru,2021-01-19,33359415,0,0,392,11.751,22206,0
Peru,2021-01-20,33359415,12647,379.113,420,12.59,21607,0
Peru,2021-01-21,33359415,0,0,388,11.631,22613,0
Peru,2021-01-22,33359415,9693,290.563,441,13.22,21764,0
Peru,2021-01-23,33359415,0,0,445,13.34,16703,0
Peru,2021-01-24,33359415,11031,330.671,499,14.958,4423,0
Peru,2021-01-25,33359415,0,0,467,13.999,24808,0
Peru,2021-01-26,33359415,13301,398.718,804,24.101,22821,0
Peru,2021-01-27,33359415,0,0,506,15.168,22764,0
Peru,2021-01-28,33359415,6731,201.772,301,9.023,23333,0
Peru,2021-01-29,33359415,5715,171.316,768,23.022,22432,0
Peru,2021-01-30,33359415,13337,399.797,325,9.742,15748,0
Peru,2021-01-31,33359415,5217,156.388,729,21.853,5298,0
Peru,2021-02-01,33359415,0,0,461,13.819,20212,0
Peru,2021-02-02,33359415,4477,134.205,611,18.316,19538,0
Peru,2021-02-03,33359415,15621,468.264,745,22.333,17997,0
Peru,2021-02-04,33359415,0,0,381,11.421,20218,0
Peru,2021-02-05,33359415,6715,201.292,840,25.18,18776,0
Peru,2021-02-06,33359415,7993,239.603,431,12.92,15014,0
Peru,2021-02-07,33359415,13653,409.27,583,17.476,5301,0
Peru,2021-02-08,33359415,0,0,655,19.635,20647,0
Peru,2021-02-09,33359415,10080,302.164,824,24.701,20076,0
Peru,2021-02-10,33359415,0,0,524,15.708,20810,0
Peru,2021-02-11,33359415,6724,201.562,661,19.814,20090,0
Peru,2021-02-12,33359415,8807,264.003,683,20.474,18966,0
Peru,2021-02-13,33359415,8439,252.972,736,22.063,14048,0
Peru,2021-02-14,33359415,14550,436.159,678,20.324,4031,0
Peru,2021-02-15,33359415,3203,96.015,687,20.594,21333,0
Peru,2021-02-16,33359415,0,0,681,20.414,18623,0
Peru,2021-02-17,33359415,6228,186.694,730,21.883,19982,0
Peru,2021-02-18,33359415,7408,222.066,714,21.403,17942,0
Peru,2021-02-19,33359415,9667,289.783,864,25.9,16196,0
Peru,2021-02-20,33359415,7719,231.389,534,16.007,12725,0
Peru,2021-02-21,33359415,13786,413.257,912,27.339,4293,0
Peru,2021-02-22,33359415,0,0,483,14.479,19160,0
Peru,2021-02-23,33359415,3448,103.359,697,20.894,17659,0
Peru,2021-02-24,33359415,6740,202.042,650,19.485,18956,0
Peru,2021-02-25,33359415,7302,218.889,677,20.294,19857,0
Peru,2021-02-26,33359415,15564,466.555,868,26.02,17061,0
Peru,2021-02-27,33359415,7500,224.824,694,20.804,14500,0
Peru,2021-02-28,33359415,0,0,688,20.624,5010,0
Peru,2021-03-01,33359415,5942,178.121,863,25.87,21051,0
Peru,2021-03-02,33359415,8492,254.561,335,10.042,18015,0.01
Peru,2021-03-03,33359415,0,0,684,20.504,19111,0.04
Peru,2021-03-04,33359415,6672,200.004,706,21.163,17759,0.13
Peru,2021-03-05,33359415,4878,146.226,880,26.379,14535,0.23
Peru,2021-03-06,33359415,8447,253.212,449,13.459,13459,0.28
Peru,2021-03-07,33359415,6670,199.944,820,24.581,5933,0.29
Peru,2021-03-08,33359415,6212,186.214,402,12.051,18801,0.32
Peru,2021-03-09,33359415,8847,265.202,974,29.197,16684,0.35
Peru,2021-03-10,33359415,0,0,372,11.151,18001,0.36
Peru,2021-03-11,33359415,7434,222.846,621,18.615,17864,0.38
Peru,2021-03-12,33359415,7114,213.253,663,19.874,17019,0.43
Peru,2021-03-13,33359415,8039,240.981,620,18.585,12905,0.52
Peru,2021-03-14,33359415,5353,160.464,644,19.305,5442,0.53
Peru,2021-03-15,33359415,4443,133.186,798,23.921,20226,0.62
Peru,2021-03-16,33359415,6568,196.886,845,25.33,17174,0.7
Peru,2021-03-17,33359415,16624,498.33,535,16.037,18740,0.77
Peru,2021-03-18,33359415,0,0,470,14.089,16461,0.82
Peru,2021-03-19,33359415,16047,481.034,1070,32.075,14474,0.87
Peru,2021-03-20,33359415,0,0,661,19.814,12738,0.89
Peru,2021-03-21,33359415,14681,440.086,362,10.852,4648,0.89
Peru,2021-03-22,33359415,0,0,542,16.247,18117,0.92
Peru,2021-03-23,33359415,14933,447.64,676,20.264,16443,0.94
Peru,2021-03-24,33359415,0,0,707,21.193,19046,0.97
Peru,2021-03-25,33359415,19206,575.73,706,21.163,18095,0.98
Peru,2021-03-26,33359415,11919,357.29,876,26.259,16244,1
Peru,2021-03-27,33359415,8589,257.469,498,14.928,14069,1
Peru,2021-03-28,33359415,8909,267.061,989,29.647,4842,1
Peru,2021-03-29,33359415,3239,97.094,668,20.024,21246,1.04
Peru,2021-03-30,33359415,0,0,524,15.708,18939,1.11
Peru,2021-03-31,33359415,15686,470.212,954,28.598,19357,1.16
Peru,2021-04-01,33359415,12916,387.177,690,20.684,9696,1.18
Peru,2021-04-02,33359415,6622,198.505,592,17.746,5876,1.18
Peru,2021-04-03,33359415,5616,168.348,1027,30.786,11247,1.2
Peru,2021-04-04,33359415,8406,251.983,702,21.044,3934,1.21
Peru,2021-04-05,33359415,7842,235.076,514,15.408,23397,1.24
Peru,2021-04-06,33359415,0,0,793,23.771,20098,1.29
Peru,2021-04-07,33359415,8384,251.323,763,22.872,21134,1.34
Peru,2021-04-08,33359415,19271,577.678,744,22.303,19929,1.43
Peru,2021-04-09,33359415,10655,319.4,776,23.262,18600,1.48
Peru,2021-04-10,33359415,11248,337.176,834,25,14303,1.51
Peru,2021-04-11,33359415,7927,237.624,1036,31.056,5065,1.51
Peru,2021-04-12,33359415,5626,168.648,902,27.039,21965,1.55
Peru,2021-04-13,33359415,6387,191.46,749,22.452,19592,1.61
Peru,2021-04-14,33359415,8030,240.712,891,26.709,22292,1.67
Peru,2021-04-15,33359415,0,0,456,13.669,20519,1.74
Peru,2021-04-16,33359415,13326,399.467,752,22.542,19778,1.8
Peru,2021-04-17,33359415,16563,496.502,1173,35.162,15374,1.85
Peru,2021-04-18,33359415,0,0,433,12.98,4878,1.86
Peru,2021-04-19,33359415,10161,304.592,1121,33.604,21464,1.87
Peru,2021-04-20,33359415,11301,338.765,525,15.738,18881,1.88
Peru,2021-04-21,33359415,0,0,841,25.21,20191,1.91
Peru,2021-04-22,33359415,15518,465.176,791,23.711,18984,1.92
Peru,2021-04-23,33359415,11049,331.211,1234,36.991,18259,1.93
Peru,2021-04-24,33359415,8495,254.651,415,12.44,13214,1.94
Peru,2021-04-25,33359415,7425,222.576,1036,31.056,4189,1.94
Peru,2021-04-26,33359415,6611,198.175,764,22.902,21501,1.95
Peru,2021-04-27,33359415,0,0,463,13.879,17293,1.98
Peru,2021-04-28,33359415,15153,454.235,1052,31.535,18554,2.02
Peru,2021-04-29,33359415,0,0,751,22.512,17483,2.06
Peru,2021-04-30,33359415,16106,482.802,465,13.939,17729,2.11
Peru,2021-05-01,33359415,0,0,697,20.894,7498,2.12
Peru,2021-05-02,33359415,11553,346.319,722,21.643,3961,2.12
Peru,2021-05-03,33359415,3129,93.797,953,28.568,19724,2.14
Peru,2021-05-04,33359415,4562,136.753,461,13.819,15794,2.14
Peru,2021-05-05,33359415,0,0,666,19.964,17852,2.16
Peru,2021-05-06,33359415,5768,172.905,705,21.133,18661,2.16
Peru,2021-05-07,33359415,0,0,658,19.725,15495,2.21
Peru,2021-05-08,33359415,20599,617.487,962,28.837,11261,2.28
Peru,2021-05-09,33359415,5234,156.897,578,17.326,3297,2.35
Peru,2021-05-10,33359415,0,0,343,10.282,18225,2.38
Peru,2021-05-11,33359415,3080,92.328,882,26.439,17153,2.42
Peru,2021-05-12,33359415,12269,367.782,527,15.798,17021,2.45
Peru,2021-05-13,33359415,0,0,589,17.656,17327,2.48
Peru,2021-05-14,33359415,13410,401.985,650,19.485,14147,2.54
Peru,2021-05-15,33359415,0,0,538,16.127,12052,2.6
Peru,2021-05-16,33359415,10003,299.855,564,16.907,4240,2.65
Peru,2021-05-17,33359415,0,0,555,16.637,17972,2.67
Peru,2021-05-18,33359415,4282,128.36,193,5.785,14239,2.7
Peru,2021-05-19,33359415,10281,308.189,772,23.142,16980,2.76
Peru,2021-05-20,33359415,0,0,268,8.034,14945,2.81
Peru,2021-05-21,33359415,6745,202.192,443,13.28,13419,2.97
Peru,2021-05-22,33359415,10491,314.484,732,21.943,10405,3.13
Peru,2021-05-23,33359415,4438,133.036,446,13.37,3373,3.26
Peru,2021-05-24,33359415,0,0,213,6.385,17047,3.41
Peru,2021-05-25,33359415,6966,208.817,843,25.27,14164,3.48
Peru,2021-05-26,33359415,4990,149.583,175,5.246,15865,3.52
Peru,2021-05-27,33359415,4809,144.157,464,13.909,15160,3.6
Peru,2021-05-28,33359415,0,0,256,7.674,12715,3.69
Peru,2021-05-29,33359415,5501,164.901,426,12.77,9937,3.85
Peru,2021-05-30,33359415,0,0,409,12.26,2957,3.95
Peru,2021-05-31,33359415,7914,237.234,392,11.751,15393,4.08
Peru,2021-06-01,33359415,0,0,238,7.134,12098,4.19
Peru,2021-06-02,33359415,9963,298.656,921,27.608,14195,4.3
Peru,2021-06-03,33359415,0,0,0,0,13758,4.38
Peru,2021-06-04,33359415,10734,321.768,871,26.11,12622,4.45
Peru,2021-06-05,33359415,4225,126.651,260,7.794,9055,4.49
Peru,2021-06-06,33359415,0,0,0,0,2285,4.49
Peru,2021-06-07,33359415,3179,95.295,438,13.13,15020,4.56
Peru,2021-06-08,33359415,1429,42.836,246,7.374,13162,4.91
Peru,2021-06-09,33359415,2934,87.951,400,11.991,14418,5.18
Peru,2021-06-10,33359415,7324,219.548,690,20.684,13684,5.5
Peru,2021-06-11,33359415,2799,83.904,253,7.584,10945,5.91
Peru,2021-06-12,33359415,0,0,0,0,10888,6.18
Peru,2021-06-13,33359415,5569,166.939,608,18.226,3061,6.32
Peru,2021-06-14,33359415,0,0,0,0,14838,6.55
Peru,2021-06-15,33359415,3852,115.47,553,16.577,12305,6.82
Peru,2021-06-16,33359415,0,0,0,0,12826,7.05
Peru,2021-06-17,33359415,12239,366.883,496,14.868,12549,7.35
Peru,2021-06-18,33359415,3463,103.809,176,5.276,11401,7.77
Peru,2021-06-19,33359415,0,0,0,0,8539,8.04
Peru,2021-06-20,33359415,3550,106.417,269,8.064,3133,8.12
Peru,2021-06-21,33359415,3882,116.369,443,13.28,14586,8.33
Peru,2021-06-22,33359415,0,0,0,0,11650,8.61
Peru,2021-06-23,33359415,2995,89.78,261,7.824,13401,8.87
Peru,2021-06-24,33359415,2843,85.223,167,5.006,12474,9
Peru,2021-06-25,33359415,6813,204.23,374,11.211,10914,9.1
Peru,2021-06-26,33359415,0,0,0,0,9455,9.14
Peru,2021-06-27,33359415,2795,83.784,137,4.107,3171,9.15
Peru,2021-06-28,33359415,2058,61.692,315,9.443,14875,9.2
Peru,2021-06-29,33359415,0,0,0,0,6247,9.4
Peru,2021-06-30,33359415,3950,118.407,432,12.95,15110,9.7
Peru,2021-07-01,33359415,5489,164.541,356,10.672,13837,10
Peru,2021-07-02,33359415,0,0,0,0,11457,10.28
Peru,2021-07-03,33359415,0,0,0,0,8885,10.5
Peru,2021-07-04,33359415,7559,226.593,543,16.277,3335,10.6
Peru,2021-07-05,33359415,1564,46.883,159,4.766,15170,10.71
Peru,2021-07-06,33359415,2374,71.164,199,5.965,12114,10.84
Peru,2021-07-07,33359415,2586,77.519,155,4.646,14010,10.94
Peru,2021-07-08,33359415,2549,76.41,166,4.976,12962,11.07
Peru,2021-07-09,33359415,0,0,0,0,11343,11.19
Peru,2021-07-11,33359415,1962,58.814,1157,34.683,4091,11.31
Peru,2021-07-12,33359415,780,23.382,101,3.028,15376,11.38
Peru,2021-07-13,33359415,2010,60.253,118,3.537,12943,11.45
Peru,2021-07-14,33359415,2316,69.426,146,4.377,13687,11.54
Peru,2021-07-15,33359415,2260,67.747,93,2.788,15128,11.72
Peru,2021-07-16,33359415,2032,60.912,90,2.698,11590,12
Peru,2021-07-17,33359415,1950,58.454,112,3.357,9056,12.24
Peru,2021-07-18,33359415,1629,48.832,99,2.968,3596,12.38
Peru,2021-07-19,33359415,691,20.714,97,2.908,13513,12.51
Peru,2021-07-20,33359415,1568,47.003,89,2.668,12890,12.6
Peru,2021-07-21,33359415,1798,53.898,97,2.908,13652,12.82
Peru,2021-07-22,33359415,1711,51.29,118,3.537,13716,13.07
Peru,2021-07-23,33359415,1617,48.472,149,4.467,10651,13.37
Peru,2021-07-24,33359415,1765,52.909,99,2.968,8803,13.7
Peru,2021-07-25,33359415,1490,44.665,95,2.848,3901,14
Peru,2021-07-26,33359415,611,18.316,83,2.488,14589,14.08
Peru,2021-07-27,33359415,1366,40.948,85,2.548,12114,14.72
Peru,2021-07-28,33359415,1502,45.025,80,2.398,7048,15.02
Peru,2021-07-29,33359415,722,21.643,76,2.278,7081,15.17
Peru,2021-07-30,33359415,0,0,0,0,10788,15.55
Peru,2021-07-31,33359415,2798,83.874,139,4.167,9939,16.2
Peru,2021-08-01,33359415,1808,54.198,85,2.548,3419,16.67
Peru,2021-08-02,33359415,1244,37.291,80,2.398,14333,16.99
Peru,2021-08-03,33359415,2207,66.158,80,2.398,12965,17.3
Peru,2021-08-04,33359415,2416,72.423,75,2.248,12889,17.63
Peru,2021-08-05,33359415,1993,59.743,87,2.608,12778,18
Peru,2021-08-06,33359415,1496,44.845,58,1.739,11517,18.38
Peru,2021-08-07,33359415,1571,47.093,55,1.649,8900,19
Peru,2021-08-08,33359415,1217,36.481,77,2.308,3522,19.42
Peru,2021-08-09,33359415,503,15.078,79,2.368,15073,19.58
Peru,2021-08-10,33359415,1186,35.552,73,2.188,12823,19.77
Peru,2021-08-11,33359415,1482,44.425,44,1.319,13456,20
Peru,2021-08-12,33359415,1502,45.025,63,1.889,14441,20.24
Peru,2021-08-13,33359415,1319,39.539,70,2.098,11336,20.49
Peru,2021-08-14,33359415,1497,44.875,61,1.829,9737,21.07
Peru,2021-08-15,33359415,978,29.317,53,1.589,4475,21.6
Peru,2021-08-16,33359415,0,0,0,0,16774,21.74
Peru,2021-08-17,33359415,2015,60.403,146,4.377,15183,21.93
Peru,2021-08-18,33359415,1468,44.006,120,3.597,15916,22.09
Peru,2021-08-19,33359415,1371,41.098,57,1.709,15795,22.27
Peru,2021-08-20,33359415,1396,41.847,36,1.079,17187,22.48
Peru,2021-08-21,33359415,1173,35.162,66,1.978,12437,22.86
Peru,2021-08-22,33359415,918,27.518,61,1.829,4263,23.1
Peru,2021-08-23,33359415,0,0,0,0,16107,23.24
Peru,2021-08-24,33359415,1538,46.104,65,1.948,14033,23.36
Peru,2021-08-25,33359415,1360,40.768,87,2.608,14712,23.47
Peru,2021-08-26,33359415,1118,33.514,33,0.989,13901,23.58
Peru,2021-08-27,33359415,1116,33.454,51,1.529,12217,23.93
Peru,2021-08-28,33359415,0,0,0,0,10579,24.62
Peru,2021-08-29,33359415,0,0,0,0,4253,25.31
Peru,2021-08-30,33359415,2306,69.126,148,4.437,8447,25.34
Peru,2021-08-31,33359415,0,0,0,0,14701,25.48
Peru,2021-09-01,33359415,415,12.44,32,0.959,13077,25.69
Peru,2021-09-02,33359415,2112,63.31,69,2.068,12879,25.87
Peru,2021-09-03,33359415,974,29.197,56,1.679,11501,26.07
Peru,2021-09-04,33359415,1040,31.176,27,0.809,10258,26.3
Peru,2021-09-05,33359415,902,27.039,41,1.229,3696,26.4
Peru,2021-09-06,33359415,474,14.209,35,1.049,15162,26.49
Peru,2021-09-07,33359415,943,28.268,45,1.349,14417,26.6
Peru,2021-09-08,33359415,1085,32.525,27,0.809,13918,26.76
Peru,2021-09-09,33359415,957,28.688,26,0.779,13557,26.91
Peru,2021-09-10,33359415,813,24.371,52,1.559,11321,27.14
Peru,2021-09-11,33359415,1021,30.606,55,1.649,9240,27.49
Peru,2021-09-12,33359415,759,22.752,36,1.079,3940,27.86
Peru,2021-09-13,33359415,272,8.154,35,1.049,15863,27.98
Peru,2021-09-14,33359415,936,28.058,41,1.229,14352,28.1
Peru,2021-09-15,33359415,1018,30.516,20,0.6,12925,28.26
Peru,2021-09-16,33359415,1068,32.015,31,0.929,13057,28.49
Peru,2021-09-17,33359415,0,0,0,0,11576,28.65
Peru,2021-09-18,33359415,2039,61.122,85,2.548,9280,29.12
Peru,2021-09-19,33359415,589,17.656,90,2.698,3652,29.47
Peru,2021-09-21,33359415,779,23.352,24,0.719,14251,29.85
Peru,2021-09-22,33359415,996,29.857,48,1.439,14672,30.06
Peru,2021-09-23,33359415,1048,31.415,48,1.439,12268,30.28
Peru,2021-09-24,33359415,899,26.949,26,0.779,12528,30.56
Peru,2021-09-25,33359415,887,26.589,46,1.379,11126,31.32
Peru,2021-09-26,33359415,773,23.172,64,1.918,3745,31.92
Peru,2021-09-27,33359415,320,9.592,22,0.659,16767,32.25
Peru,2021-09-28,33359415,865,25.93,15,0.45,15550,32.63
Peru,2021-09-29,33359415,1086,32.555,38,1.139,18444,33.25
Peru,2021-09-30,33359415,0,0,0,0,13953,33.9
Peru,2021-10-01,33359415,1978,59.294,56,1.679,14316,34.5
Peru,2021-10-02,33359415,864,25.9,34,1.019,11069,35.69
Peru,2021-10-03,33359415,792,23.741,28,0.839,4919,36.68
Peru,2021-10-04,33359415,0,0,0,0,16854,37.25
Peru,2021-10-05,33359415,1210,36.272,35,1.049,13906,37.91
Peru,2021-10-06,33359415,1034,30.996,39,1.169,15903,38.53
Peru,2021-10-07,33359415,923,27.668,22,0.659,14006,39.13
Peru,2021-10-08,33359415,876,26.259,51,1.529,7153,39.58
Peru,2021-10-09,33359415,607,18.196,9,0.27,13262,40.42
Peru,2021-10-10,33359415,634,19.005,34,1.019,4625,40.95
Peru,2021-10-11,33359415,453,13.579,28,0.839,15351,41.3
Peru,2021-10-12,33359415,679,20.354,24,0.719,15391,41.67
Peru,2021-10-13,33359415,891,26.709,19,0.57,16571,42.02
Peru,2021-10-14,33359415,1122,33.634,29,0.869,14285,42.38
Peru,2021-10-15,33359415,983,29.467,17,0.51,13510,42.71
Peru,2021-10-16,33359415,814,24.401,24,0.719,11935,43.15
Peru,2021-10-17,33359415,844,25.3,27,0.809,4258,43.51
Peru,2021-10-18,33359415,387,11.601,39,1.169,17159,43.76
Peru,2021-10-19,33359415,775,23.232,46,1.379,14348,44.07
Peru,2021-10-20,33359415,1034,30.996,17,0.51,16555,44.37
Peru,2021-10-21,33359415,0,0,0,0,14427,44.64
Peru,2021-10-22,33359415,1927,57.765,58,1.739,14049,44.9
Peru,2021-10-23,33359415,969,29.047,16,0.48,11175,45.34
Peru,2021-10-24,33359415,758,22.722,33,0.989,3801,45.71
Peru,2021-10-25,33359415,400,11.991,31,0.929,16762,45.94
Peru,2021-10-26,33359415,793,23.771,35,1.049,14757,46.16
Peru,2021-10-27,33359415,986,29.557,31,0.929,16542,46.37
Peru,2021-10-28,33359415,998,29.917,30,0.899,15212,46.58
Peru,2021-10-29,33359415,840,25.18,18,0.54,17101,46.78
Peru,2021-10-30,33359415,1032,30.936,20,0.6,10742,47.03
Peru,2021-10-31,33359415,888,26.619,29,0.869,4190,47.23
Peru,2021-11-01,33359415,393,11.781,30,0.899,9022,47.31
